Level,Attempt,Begin,End,Duration,S/F
1,1,26/07/2019 11:11:46,26/07/2019 11:11:49,3.699997,S
2,1,26/07/2019 11:11:55,26/07/2019 11:11:58,3.099998,S
2,1,26/07/2019 11:11:56,26/07/2019 11:12:00,3.099998,F
3,1,26/07/2019 11:12:04,26/07/2019 11:12:06,1.519999,F
3,2,26/07/2019 11:12:10,26/07/2019 11:12:14,3.939997,S
4,1,26/07/2019 11:12:21,26/07/2019 11:12:22,1.159999,S
5,1,26/07/2019 11:12:27,26/07/2019 11:12:29,1.899999,S
6,1,26/07/2019 11:12:36,26/07/2019 11:12:37,1.12,S
