Level,Attempt,Begin,End,Duration,S/F
6,1,16/08/2019 15:47:21,16/08/2019 15:47:31,10.42005,S
1,1,16/08/2019 15:47:36,16/08/2019 15:47:39,2.539998,S
2,1,16/08/2019 15:47:44,16/08/2019 15:47:48,3.959997,S
