Level,Attempt,Begin,End,Duration,S/F
7,1,01/08/2019 13:43:39,01/08/2019 13:43:46,6.619995,S
8,1,01/08/2019 13:43:50,01/08/2019 13:43:53,2.399998,S
9,1,01/08/2019 13:43:57,01/08/2019 13:44:00,2.979998,S
10,1,01/08/2019 13:44:05,01/08/2019 13:44:11,6.559995,S
1,1,01/08/2019 13:44:17,01/08/2019 13:44:19,2.399998,S
2,1,01/08/2019 13:44:25,01/08/2019 13:44:29,3.819997,S
