Level,Attempt,Begin,End,Duration,S/F
1,1,01/08/2019 11:31:43,01/08/2019 11:31:47,3.979997,S
2,1,01/08/2019 11:31:52,01/08/2019 11:31:59,7.179994,S
3,1,01/08/2019 11:32:03,01/08/2019 11:32:06,3.059998,S
4,1,01/08/2019 11:32:11,01/08/2019 11:32:13,2.419998,S
