Level,Attempt,Begin,End,Duration,S/F
1,1,01/08/2019 12:03:54,01/08/2019 12:03:57,2.599998,S
2,1,01/08/2019 12:04:02,01/08/2019 12:04:05,3.659997,S
3,1,01/08/2019 12:04:09,01/08/2019 12:04:12,2.839998,S
4,1,01/08/2019 12:04:17,01/08/2019 12:04:20,2.539998,S
5,1,01/08/2019 12:04:24,01/08/2019 12:04:28,3.579997,S
