Level,Attempt,Begin,End,Duration,S/F
1,1,16/08/2019 15:41:08,16/08/2019 15:41:13,4.519997,S
2,1,16/08/2019 15:41:19,16/08/2019 15:41:26,6.659995,S
3,1,16/08/2019 15:41:30,16/08/2019 15:41:36,5.859995,S
4,1,16/08/2019 15:41:42,16/08/2019 15:41:47,4.659997,S
5,1,16/08/2019 15:41:51,16/08/2019 15:41:54,3.159998,S
6,1,16/08/2019 15:41:59,16/08/2019 15:42:10,10.40005,S
