Level,Attempt,Begin,End,Duration,S/F
1,1,30/07/2019 12:58:41,30/07/2019 12:58:42,1.04,S
2,1,30/07/2019 12:58:46,30/07/2019 12:58:48,1.839999,S
3,1,30/07/2019 12:58:52,30/07/2019 12:58:53,1.199999,S
4,1,30/07/2019 13:03:00,30/07/2019 13:03:03,3.119998,S
