Level,Attempt,Begin,End,Duration,S/F
1,1,26/07/2019 11:13:28,26/07/2019 11:13:30,1.179999,S
1,1,26/07/2019 11:13:29,26/07/2019 11:13:31,1.179999,F
2,1,26/07/2019 11:13:34,26/07/2019 11:13:36,1.919999,F
2,2,26/07/2019 11:13:40,26/07/2019 11:13:42,2.279999,F
2,3,26/07/2019 11:13:46,26/07/2019 11:13:50,4.059997,F
2,4,26/07/2019 11:13:56,26/07/2019 11:14:04,8.199998,F
