Level,Attempt,Begin,End,Duration,S/F
1,1,01/08/2019 11:32:21,01/08/2019 11:32:24,2.339998,S
2,1,01/08/2019 11:32:28,01/08/2019 11:32:32,3.419997,S
3,1,01/08/2019 11:32:36,01/08/2019 11:32:39,2.839998,S
