Level,Attempt,Begin,End,Duration,S/F
1,1,01/08/2019 11:52:49,01/08/2019 11:52:52,2.499998,S
2,1,01/08/2019 11:52:57,01/08/2019 11:53:00,3.599997,S
3,1,01/08/2019 11:53:04,01/08/2019 11:53:07,2.939998,S
4,1,01/08/2019 11:53:12,01/08/2019 11:53:15,2.519998,S
5,1,01/08/2019 11:53:19,01/08/2019 11:53:23,3.699997,S
6,1,01/08/2019 11:53:28,01/08/2019 11:53:40,11.48007,S
