Level,Attempt,Begin,End,Duration,S/F
0,1,30/07/2019 14:36:28,30/07/2019 14:36:34,5.559996,S
9,1,30/07/2019 14:36:46,30/07/2019 14:36:50,3.559997,S
10,1,30/07/2019 14:36:55,30/07/2019 14:37:00,5.139996,S
11,1,30/07/2019 14:37:04,30/07/2019 14:37:06,1.959999,S
12,0,30/07/2019 14:37:09,30/07/2019 14:37:11,1.959999,F
