Session ID,Attempt,Time,p_X,p_Y,p_Z,o_X,o_Y,o_Z,t_X,t_Y,t_Z
637002564311712825,1,0.02,4.245473E-07,7.52788,-4.45048E-07,0,0,0,0,0,0
637002564311712825,1,0.04,4.245473E-07,7.386616,-4.45048E-07,0,0,0,0,0,0
637002564311712825,1,0.06,4.245473E-07,7.241428,-4.45048E-07,0,0,0,0,0,0
637002564311712825,1,0.08,0.5196673,7.092316,1.091315,0,0,0,0,0,0
637002564311712825,1,0.09999999,0.5196676,7.098463,1.091315,0,0,0,0,0,0
637002564311712825,1,0.12,1.03934,7.099692,2.182633,0,0,0,0,0,0
637002564311712825,1,0.14,1.559007,7.099938,3.273951,0,0,0,0,0,0
637002564311712825,1,0.16,1.818852,7.099988,3.819608,0,0,0,0,0,0
637002564311712825,1,0.18,2.000001,7.099998,4.200002,0,0,0,0,0,0
637002564311712825,1,0.2,2.926879,7.099999,3.551182,0,0,0,0,0,0
637002564311712825,1,0.22,2.926879,7.1,3.551182,0,0,0,0,0,0
637002564311712825,1,0.24,3.390318,7.1,3.226776,0,0,0,0,0,0
637002564311712825,1,0.26,4.317197,7.1,2.577949,0,0,0,0,0,0
637002564311712825,1,0.28,4.780635,7.1,2.25354,0,0,0,0,0,0
637002564311712825,1,0.3,5.24408,7.1,1.929134,0,0,0,0,0,0
637002564311712825,1,0.32,6.17096,7.1,1.280311,0,0,0,0,0,0
637002564311712825,1,0.34,6.634401,7.1,0.955896,0,0,0,0,0,0
637002564311712825,1,0.36,7.097836,7.1,0.6314937,0,0,0,0,0,0
637002564311712825,1,0.38,7.561273,7.099999,0.3070938,0,0,0,0,0,0
637002564311712825,1,0.4,8.024714,7.1,-0.01731059,0,0,0,0,0,0
637002564311712825,1,0.42,8.951596,7.099999,-0.6661283,0,0,0,0,0,0
637002564311712825,1,0.4400001,9.415039,7.1,-0.9905394,0,0,0,0,0,0
637002564311712825,1,0.4600001,9.878476,7.1,-1.31495,0,0,0,0,0,0
637002564311712825,1,0.4800001,10.34191,7.1,-1.639362,0,0,0,0,0,0
637002564311712825,1,0.5000001,10.80535,7.1,-1.963768,0,0,0,0,0,0
637002564311712825,1,0.52,11.73222,7.1,-2.612566,0,0,0,0,0,0
637002564311712825,1,0.54,12,7.100001,-2.8,0,0,0,0,0,0
637002564311712825,1,0.56,12,7.1,-2.8,0,0,0,0,0,0
637002564311712825,1,0.58,11.48555,7.099999,-3.000067,0,0,0,0,0,0
637002564311712825,1,0.6,10.97108,7.1,-3.200138,0,0,0,0,0,0
637002564311712825,1,0.6199999,9.942156,7.1,-3.60027,0,0,0,0,0,0
637002564311712825,1,0.6399999,9.427692,7.1,-3.80033,0,0,0,0,0,0
637002564311712825,1,0.6599999,8.913233,7.1,-4.000397,0,0,0,0,0,0
637002564311712825,1,0.6799999,8.398768,7.1,-4.200457,0,0,0,0,0,0
637002564311712825,1,0.6999999,7.36985,7.1,-4.600595,0,0,0,0,0,0
637002564311712825,1,0.7199998,7.36985,7.1,-4.600595,0,0,0,0,0,0
637002564311712825,1,0.7399998,6.855385,7.1,-4.800651,0,0,0,0,0,0
637002564311712825,1,0.7599998,5.826468,7.099999,-5.2008,0,0,0,0,0,0
637002564311712825,1,0.7799998,5.312007,7.1,-5.400872,0,0,0,0,0,0
637002564311712825,1,0.7999998,4.797545,7.1,-5.60093,0,0,0,0,0,0
637002564311712825,1,0.8199998,4.283085,7.1,-5.80099,0,0,0,0,0,0
