Session ID,Attempt,Time,p_X,p_Y,p_Z,o_X,o_Y,o_Z,t_X,t_Y,t_Z
637000971587429321,1,0.02,-15,7.52788,10.5,0,0,0,0,0,0
637000971587429321,1,0.04,-15,7.386616,10.5,0,0,0,0,0,0
637000971587429321,1,0.06,-14.81386,7.241428,10.36971,0,0,0,0,0,0
637000971587429321,1,0.08,-14.62772,7.092316,10.23941,0,0,0,0,0,0
637000971587429321,1,0.09999999,-14.44158,7.114462,10.10911,0,0,0,0,0,0
637000971587429321,1,0.12,-14.06931,7.118893,9.848515,0,0,0,0,0,0
637000971587429321,1,0.14,-13.88317,7.114969,9.718216,0,0,0,0,0,0
637000971587429321,1,0.16,-13.69704,7.107121,9.587924,0,0,0,0,0,0
637000971587429321,1,0.18,-13.5109,7.101424,9.457631,0,0,0,0,0,0
637000971587429321,1,0.2,-13.32476,7.100285,9.327334,0,0,0,0,0,0
637000971587429321,1,0.22,-12.95249,7.100057,9.066734,0,0,0,0,0,0
637000971587429321,1,0.24,-12.76636,7.100011,8.936447,0,0,0,0,0,0
637000971587429321,1,0.26,-12.58022,7.100002,8.806158,0,0,0,0,0,0
637000971587429321,1,0.28,-12.20794,7.100001,8.54557,0,0,0,0,0,0
637000971587429321,1,0.3,-12.02181,7.1,8.415279,0,0,0,0,0,0
637000971587429321,1,0.32,-11.83567,7.1,8.284983,0,0,0,0,0,0
637000971587429321,1,0.34,-11.64953,7.1,8.154689,0,0,0,0,0,0
637000971587429321,1,0.36,-11.46339,7.1,8.024399,0,0,0,0,0,0
637000971587429321,1,0.38,-11.27725,7.1,7.894104,0,0,0,0,0,0
637000971587429321,1,0.4,-11.09112,7.100001,7.763805,0,0,0,0,0,0
637000971587429321,1,0.42,-10.71884,7.1,7.503205,0,0,0,0,0,0
637000971587429321,1,0.4400001,-10.5327,7.1,7.372907,0,0,0,0,0,0
637000971587429321,1,0.4600001,-10.16043,7.1,7.112319,0,0,0,0,0,0
637000971587429321,1,0.4800001,-9.974289,7.100001,6.982022,0,0,0,0,0,0
637000971587429321,1,0.5000001,-9.788153,7.1,6.851725,0,0,0,0,0,0
637000971587429321,1,0.52,-9.602017,7.1,6.721432,0,0,0,0,0,0
637000971587429321,1,0.54,-9.415883,7.1,6.591138,0,0,0,0,0,0
637000971587429321,1,0.56,-9.229747,7.099999,6.460844,0,0,0,0,0,0
637000971587429321,1,0.58,-9.043614,7.1,6.330542,0,0,0,0,0,0
637000971587429321,1,0.6,-8.857475,7.099999,6.200242,0,0,0,0,0,0
637000971587429321,1,0.6199999,-8.299069,7.1,5.809341,0,0,0,0,0,0
637000971587429321,1,0.6399999,-8.112935,7.1,5.679048,0,0,0,0,0,0
637000971587429321,1,0.6599999,-7.926796,7.1,5.54876,0,0,0,0,0,0
637000971587429321,1,0.6799999,-8.106764,7.1,5.407583,0,0,0,0,0,0
637000971587429321,1,0.6999999,-8.286727,7.1,5.266408,0,0,0,0,0,0
637000971587429321,1,0.7199998,-8.466698,7.099999,5.125233,0,0,0,0,0,0
637000971587429321,1,0.7399998,-8.646669,7.1,4.984059,0,0,0,0,0,0
637000971587429321,1,0.7599998,-9.006601,7.1,4.701694,0,0,0,0,0,0
637000971587429321,1,0.7799998,-9.006601,7.1,4.701694,0,0,0,0,0,0
637000971587429321,1,0.7999998,-9.186569,7.1,4.560519,0,0,0,0,0,0
637000971587429321,1,0.8199998,-9.546504,7.1,4.278157,0,0,0,0,0,0
637000971587429321,1,0.8399997,-9.726469,7.1,4.13698,0,0,0,0,0,0
637000971587429321,1,0.8599997,-10.0864,7.1,3.854626,0,0,0,0,0,0
637000971587429321,1,0.8799997,-10.26636,7.1,3.713446,0,0,0,0,0,0
637000971587429321,1,0.8999997,-10.44633,7.100001,3.572276,0,0,0,0,0,0
637000971587429321,1,0.9199997,-10.6263,7.1,3.431098,0,0,0,0,0,0
637000971587429321,1,0.9399996,-10.98622,7.1,3.148747,0,0,0,0,0,0
637000971587429321,1,0.9599996,-11.16619,7.1,3.00757,0,0,0,0,0,0
637000971587429321,1,0.9799996,-11.34615,7.1,2.866392,0,0,0,0,0,0
637000971587429321,1,0.9999996,-11.52612,7.1,2.725211,0,0,0,0,0,0
637000971587429321,1,1.02,-11.70609,7.1,2.584028,0,0,0,0,0,0
637000971587429321,1,1.04,-11.88605,7.1,2.442851,0,0,0,0,0,0
637000971587429321,1,1.06,-12.24598,7.1,2.160493,0,0,0,0,0,0
637000971587429321,1,1.08,-12.42595,7.1,2.019313,0,0,0,0,0,0
637000971587429321,1,1.1,-12.60591,7.1,1.87814,0,0,0,0,0,0
637000971587429321,1,1.12,-12.78587,7.1,1.736959,0,0,0,0,0,0
637000971587429321,1,1.14,-12.96584,7.099999,1.595781,0,0,0,0,0,0
637000971587429321,1,1.159999,-13.14581,7.099999,1.454604,0,0,0,0,0,0
637000971587429321,1,1.179999,-13.32577,7.099999,1.313418,0,0,0,0,0,0
637000971587429321,1,1.199999,-13.68571,7.1,1.031063,0,0,0,0,0,0
637000971587429321,1,1.219999,-13.86567,7.1,0.8898865,0,0,0,0,0,0
637000971587429321,1,1.239999,-14.04563,7.1,0.7487084,0,0,0,0,0,0
637000971587429321,1,1.259999,-14.2256,7.100001,0.6075286,0,0,0,0,0,0
637000971587429321,1,1.279999,-14.40557,7.1,0.4663421,0,0,0,0,0,0
637000971587429321,1,1.299999,-14.2239,7.1,0.3280429,0,0,0,0,0,0
637000971587429321,1,1.319999,-14.04223,7.099999,0.1897503,0,0,0,0,0,0
637000971587429321,1,1.339999,-13.6789,7.099999,-0.08683643,0,0,0,0,0,0
637000971587429321,1,1.359999,-13.6789,7.096075,-0.08683645,0,0,0,0,0,0
637000971587429321,1,1.379999,-13.49723,7.088226,-0.2251357,0,0,0,0,0,0
637000971587429321,1,1.399999,-13.31556,7.085063,-0.3634332,0,0,0,0,0,0
637000971587429321,1,1.419999,-12.95222,7.085596,-0.6400183,0,0,0,0,0,0
637000971587429321,1,1.439999,-12.58889,7.088011,-0.9166118,0,0,0,0,0,0
637000971587429321,1,1.459999,-12.40722,7.09058,-1.054908,0,0,0,0,0,0
637000971587429321,1,1.479999,-12.22556,7.092053,-1.193204,0,0,0,0,0,0
637000971587429321,1,1.499999,-12.04389,7.093223,-1.331499,0,0,0,0,0,0
637000971587429321,1,1.519999,-11.86222,7.09426,-1.469799,0,0,0,0,0,0
637000971587429321,1,1.539999,-11.68055,7.095202,-1.608096,0,0,0,0,0,0
637000971587429321,1,1.559999,-11.49889,7.096058,-1.746395,0,0,0,0,0,0
637000971587429321,1,1.579999,-11.31722,7.096828,-1.88469,0,0,0,0,0,0
637000971587429321,1,1.599999,-11.13555,7.097515,-2.022985,0,0,0,0,0,0
637000971587429321,1,1.619999,-10.77222,7.098116,-2.299577,0,0,0,0,0,0
637000971587429321,1,1.639999,-10.59056,7.098963,-2.437875,0,0,0,0,0,0
637000971587429321,1,1.659999,-10.22722,7.099396,-2.71446,0,0,0,0,0,0
637000971587429321,1,1.679999,-10.04556,7.099809,-2.852756,0,0,0,0,0,0
637000971587429321,1,1.699999,-10.04556,7.099955,-2.852756,0,0,0,0,0,0
637000971587429321,1,1.719999,-9.863891,7.099984,-2.991052,0,0,0,0,0,0
637000971587429321,1,1.739999,-9.500556,7.099997,-3.26764,0,0,0,0,0,0
637000971587429321,1,1.759999,-9.318892,7.099999,-3.405936,0,0,0,0,0,0
637000971587429321,1,1.779999,-9.137224,7.1,-3.544234,0,0,0,0,0,0
637000971587429321,1,1.799999,-8.955556,7.1,-3.682531,0,0,0,0,0,0
637000971587429321,1,1.819999,-8.592223,7.1,-3.959123,0,0,0,0,0,0
637000971587429321,1,1.839999,-8.410555,7.1,-4.097421,0,0,0,0,0,0
637000971587429321,1,1.859999,-8.228888,7.1,-4.23571,0,0,0,0,0,0
637000971587429321,1,1.879999,-8.047222,7.1,-4.374002,0,0,0,0,0,0
637000971587429321,1,1.899999,-7.865557,7.100001,-4.5123,0,0,0,0,0,0
637000971587429321,1,1.919999,-7.502225,7.1,-4.788895,0,0,0,0,0,0
637000971587429321,1,1.939999,-7.320558,7.1,-4.927196,0,0,0,0,0,0
637000971587429321,1,1.959999,-7.138889,7.099999,-5.065494,0,0,0,0,0,0
637000971587429321,1,1.979999,-6.957223,7.1,-5.203786,0,0,0,0,0,0
637000971587429321,1,1.999999,-6.593893,7.1,-5.48037,0,0,0,0,0,0
637000971587429321,1,2.019999,-6.412226,7.1,-5.618664,0,0,0,0,0,0
637000971587429321,1,2.039999,-6.230563,7.1,-5.756955,0,0,0,0,0,0
637000971587429321,1,2.059999,-6.048895,7.1,-5.89525,0,0,0,0,0,0
637000971587429321,1,2.079999,-5.86723,7.1,-6.033541,0,0,0,0,0,0
637000971587429321,1,2.099999,-5.503895,7.1,-6.31013,0,0,0,0,0,0
637000971587429321,1,2.119999,-5.322227,7.1,-6.448422,0,0,0,0,0,0
637000971587429321,1,2.139999,-5.140563,7.1,-6.586715,0,0,0,0,0,0
637000971587429321,1,2.159999,-4.958898,7.1,-6.725008,0,0,0,0,0,0
637000971587429321,1,2.179999,-4.777232,7.099999,-6.863302,0,0,0,0,0,0
637000971587429321,1,2.199999,-4.413903,7.1,-7.13989,0,0,0,0,0,0
637000971587429321,1,2.219999,-4.232234,7.1,-7.278189,0,0,0,0,0,0
637000971587429321,1,2.239999,-4.050569,7.1,-7.416485,0,0,0,0,0,0
637000971587429321,1,2.259999,-3.868901,7.099999,-7.554783,0,0,0,0,0,0
637000971587429321,1,2.279999,-3.687235,7.1,-7.693079,0,0,0,0,0,0
637000971587429321,1,2.299999,-3.505569,7.1,-7.831373,0,0,0,0,0,0
637000971587429321,1,2.319999,-2.960576,7.099999,-8.246265,0,0,0,0,0,0
637000971587429321,1,2.339998,-2.77891,7.1,-8.38456,0,0,0,0,0,0
637000971587429321,1,2.359998,-2.77891,7.099999,-8.38456,0,0,0,0,0,0
637000971587429321,1,2.379998,-2.597244,7.099999,-8.522851,0,0,0,0,0,0
637000971587429321,1,2.399998,-2.597244,7.1,-8.522851,0,0,0,0,0,0
637000971587429321,1,2.419998,-2.233916,7.1,-8.799431,0,0,0,0,0,0
637000971587429321,1,2.439998,-1.87058,7.1,-9.076022,0,0,0,0,0,0
637000971587429321,1,2.459998,-1.507245,7.1,-9.352612,0,0,0,0,0,0
637000971587429321,1,2.479998,-1.325574,7.1,-9.490911,0,0,0,0,0,0
637000971587429321,1,2.499998,-1.325574,7.1,-9.490911,0,0,0,0,0,0
637000971587429321,1,2.519998,-1.14391,7.1,-9.629199,0,0,0,0,0,0
637000971587429321,1,2.539998,-0.7805772,7.1,-9.905793,0,0,0,0,0,0
637000971587429321,1,2.559998,-0.5989052,7.1,-10.04409,0,0,0,0,0,0
637000971587429321,1,2.579998,-0.4172419,7.1,-10.18238,0,0,0,0,0,0
637000971587429321,1,2.599998,-0.2070633,7.1,-10.11514,0,0,0,0,0,0
637000971587429321,1,2.619998,0.2132998,7.1,-9.980654,0,0,0,0,0,0
637000971587429321,1,2.639998,0.4234799,7.1,-9.913409,0,0,0,0,0,0
637000971587429321,1,2.659998,0.633657,7.1,-9.846164,0,0,0,0,0,0
637000971587429321,1,2.679998,1.054014,7.1,-9.711676,0,0,0,0,0,0
637000971587429321,1,2.699998,1.264194,7.1,-9.644435,0,0,0,0,0,0
637000971587429321,1,2.719998,1.474377,7.1,-9.57719,0,0,0,0,0,0
637000971587429321,1,2.739998,1.684559,7.099999,-9.509943,0,0,0,0,0,0
637000971587429321,1,2.759998,1.894742,7.1,-9.442697,0,0,0,0,0,0
637000971587429321,1,2.779998,2.315099,7.1,-9.308215,0,0,0,0,0,0
637000971587429321,1,2.799998,2.525278,7.099999,-9.240972,0,0,0,0,0,0
637000971587429321,1,2.819998,2.735456,7.1,-9.173728,0,0,0,0,0,0
